CSA,CBSA,Name,Total,1 Unit,2 Units,3 & 4 Units,5 or more,Number of structures with 5 units or more,Monthly Coverage Percent,month,year,population_est,Match on,fuzzy match name
999,37860,"Pensacola Ferry Pass Brent, FL",302,126,0,0,176,15,100,12,2014,470628.0,Exact,
426,37900,"Peoria, IL",14,12,2,0,0,0,47,12,2014,415479.0,Exact,
428,37980,"Philadelphia Camden Wilmington, PA NJ DE MD",1092,469,16,47,560,53,100,12,2014,6046382.0,Exact,
340,38220,"Pine Bluff, AR",2,2,0,0,0,0,64,12,2014,94882.0,Exact,
430,38300,"Pittsburgh, PA",271,235,2,6,28,2,100,12,2014,2356189.0,Exact,
999,38340,"Pittsfield, MA",1,1,0,0,0,0,21,12,2014,128856.0,Exact,
999,38540,"Pocatello, ID",27,7,0,20,0,0,98,12,2014,91265.0,Exact,
370,38940,"Port St.Lucie, FL",80,80,0,0,0,0,100,12,2014,443164.0,Exact,
438,38860,"Portland South Portland, ME",107,93,0,0,14,1,91,12,2014,523989.0,Exact,
440,38900,"Portland Vancouver Hillsboro, OR WA",824,415,6,0,403,17,100,12,2014,2343994.0,Exact,
148,39300,"Providence Warwick, RI MA",136,117,4,10,5,1,86,12,2014,1611026.0,Exact,
482,39340,"Provo Orem, UT",192,153,0,0,39,4,95,12,2014,571059.0,Exact,
444,39380,"Pueblo, CO",9,9,0,0,0,0,100,12,2014,161356.0,Exact,
412,39460,"Punta Gorda, FL",44,44,0,0,0,0,100,12,2014,168041.0,Exact,
376,39540,"Racine, WI",15,13,2,0,0,0,87,12,2014,194786.0,Exact,
452,39660,"Rapid City, SD",130,44,0,0,86,4,98,12,2014,134231.0,Exact,
428,39740,"Reading, PA",17,12,0,0,5,1,52,12,2014,414559.0,Exact,
454,39820,"Redding, CA",10,10,0,0,0,0,82,12,2014,178844.0,Exact,
456,39900,"Reno, NV",202,130,0,0,72,5,100,12,2014,440110.0,Exact,
999,40060,"Richmond, VA",292,276,8,8,0,0,100,12,2014,1235006.0,Exact,
348,40140,"Riverside San Bernardino Ontario, CA",1205,831,10,11,353,40,100,12,2014,4415343.0,Exact,
999,40220,"Roanoke, VA",21,21,0,0,0,0,95,12,2014,312747.0,Exact,
462,40340,"Rochester, MN",120,37,0,0,83,1,89,12,2014,212659.0,Exact,
464,40380,"Rochester, NY",78,53,14,3,8,1,72,12,2014,1080094.0,Exact,
466,40420,"Rockford, IL",15,15,0,0,0,0,97,12,2014,342409.0,Exact,
468,40580,"Rocky Mount, NC",14,14,0,0,0,0,66,12,2014,149066.0,Exact,
470,40660,"Rome, GA",6,6,0,0,0,0,100,12,2014,95868.0,Exact,
474,40980,"Saginaw, MI",8,8,0,0,0,0,42,12,2014,195248.0,Exact,
440,41420,"Salem, OR",35,35,0,0,0,0,87,12,2014,402092.0,Exact,
999,41500,"Salinas, CA",22,22,0,0,0,0,52,12,2014,428475.0,Exact,
999,41540,"Salisbury, MD DE",230,159,20,3,48,2,98,12,2014,388766.0,Exact,
482,41620,"Salt Lake City, UT",382,354,4,8,16,2,100,12,2014,1151447.0,Exact,
999,41660,"San Angelo, TX",11,11,0,0,0,0,100,12,2014,119233.0,Exact,
999,41700,"San Antonio New Braunfels, TX",474,464,0,0,10,2,100,12,2014,2328894.0,Exact,
488,41940,"San Jose Sunnyvale Santa Clara, CA",827,168,0,14,645,10,100,12,2014,1949578.0,Exact,
488,42100,"Santa Cruz Watsonville, CA",20,10,0,3,7,1,71,12,2014,270861.0,Exact,
106,42140,"Santa Fe, NM",8,8,0,0,0,0,100,12,2014,147782.0,Exact,
999,42200,"Santa Maria Santa Barbara, CA",22,16,6,0,0,0,73,12,2014,439045.0,Exact,
496,42340,"Savannah, GA",127,127,0,0,0,0,84,12,2014,371275.0,Exact,
500,42660,"Seattle Tacoma Bellevue, WA",1647,717,64,38,828,18,100,12,2014,3675160.0,Exact,
370,42680,"Sebastian Vero Beach, FL",59,59,0,0,0,0,100,12,2014,144445.0,Exact,
999,43100,"Sheboygan, WI",2,2,0,0,0,0,48,12,2014,114982.0,Exact,
206,43300,"Sherman Denison, TX",0,0,0,0,0,0,1,12,2014,123599.0,Exact,
999,43340,"Shreveport Bossier City, LA",133,82,0,0,51,2,97,12,2014,404534.0,Exact,
999,43420,"Sierra Vista Douglas, AZ",18,13,0,0,5,1,88,12,2014,127314.0,Exact,
512,43580,"Sioux City, IA NE SD",11,11,0,0,0,0,70,12,2014,143590.0,Exact,
999,43620,"Sioux Falls, SD",308,33,0,8,267,8,93,12,2014,246133.0,Exact,
515,43780,"South Bend Mishawaka, IN MI",28,28,0,0,0,0,85,12,2014,319410.0,Exact,
273,43900,"Spartanburg, SC",113,111,2,0,0,0,97,12,2014,292981.0,Exact,
518,44060,"Spokane Spokane Valley, WA",64,56,2,0,6,1,68,12,2014,526336.0,Exact,
522,44100,"Springfield, IL",3,3,0,0,0,0,42,12,2014,211692.0,Exact,
521,44140,"Springfield, MA",22,15,2,0,5,1,58,12,2014,701671.0,Exact,
520,44180,"Springfield, MO",129,53,2,0,74,3,82,12,2014,451556.0,Exact,
212,44220,"Springfield, OH",2,2,0,0,0,0,100,12,2014,136311.0,Exact,
378,41060,"St.Cloud, MN",29,17,0,0,12,1,85,12,2014,193109.0,Exact,
999,41100,"St.George, UT",105,105,0,0,0,0,98,12,2014,151081.0,Exact,
312,41140,"St.Joseph, MO KS",0,0,0,0,0,0,61,12,2014,127261.0,Exact,
476,41180,"St.Louis, MO IL",391,298,4,14,75,2,100,12,2014,2803430.0,Exact,
524,44300,"State College, PA",13,11,2,0,0,0,86,12,2014,159653.0,Exact,
999,44940,"Sumter, SC",12,12,0,0,0,0,100,12,2014,141877.0,Exact,
532,45060,"Syracuse, NY",19,19,0,0,0,0,63,12,2014,660085.0,Exact,
533,45220,"Tallahassee, FL",129,51,0,0,78,2,100,12,2014,375356.0,Exact,
999,45300,"Tampa St.Petersburg Clearwater, FL",1032,582,74,4,372,16,100,12,2014,2927395.0,Exact,
999,45460,"Terre Haute, IN",10,2,0,3,5,1,68,12,2014,188240.0,Exact,
999,45500,"Texarkana, TX AR",3,3,0,0,0,0,72,12,2014,149229.0,Exact,
422,45540,"The Villages, FL",167,167,0,0,0,0,100,12,2014,112236.0,Exact,
534,45780,"Toledo, OH",23,23,0,0,0,0,87,12,2014,647228.0,Exact,
999,45820,"Topeka, KS",24,24,0,0,0,0,95,12,2014,233717.0,Exact,
536,46060,"Tucson, AZ",286,200,4,0,82,4,100,12,2014,1004229.0,Exact,
538,46140,"Tulsa, OK",509,221,0,0,288,13,100,12,2014,969421.0,Exact,
999,46220,"Tuscaloosa, AL",93,39,2,0,52,4,99,12,2014,246988.0,Exact,
540,46340,"Tyler, TX",18,18,0,0,0,0,73,12,2014,219642.0,Exact,
999,46520,"Urban Honolulu, HI",583,76,8,0,499,14,100,12,2014,987414.0,Exact,
999,46540,"Utica Rome, NY",0,0,0,0,0,0,1,12,2014,295982.0,Exact,
999,46660,"Valdosta, GA",36,29,2,0,5,1,88,12,2014,143433.0,Exact,
544,47020,"Victoria, TX",16,12,4,0,0,0,100,12,2014,98548.0,Exact,
428,47220,"Vineland Bridgeton, NJ",16,16,0,0,0,0,100,12,2014,156009.0,Exact,
545,47260,"Virginia Beach Norfolk Newport News, VA NC",728,252,0,10,466,13,100,12,2014,1750937.0,Exact,
999,47380,"Waco, TX",129,37,16,0,76,4,73,12,2014,260376.0,Exact,
999,47460,"Walla Walla, WA",1,1,0,0,0,0,50,12,2014,59510.0,Exact,
356,47580,"Warner Robins, GA",28,28,0,0,0,0,73,12,2014,175717.0,Exact,
548,47900,"Washington Arlington Alexandria, DC VA MD WV",1301,827,0,7,467,8,100,12,2014,6031945.0,Exact,
999,47940,"Waterloo Cedar Falls, IA",17,12,0,0,5,1,87,12,2014,170450.0,Exact,
999,48060,"Watertown Fort Drum, NY",35,7,0,0,28,4,85,12,2014,117971.0,Exact,
430,48260,"Weirton Steubenville, WV OH",0,0,0,0,0,0,55,12,2014,121507.0,Exact,
999,48300,"Wenatchee, WA",14,14,0,0,0,0,42,12,2014,113894.0,Exact,
999,48540,"Wheeling, WV OH",0,0,0,0,0,0,18,12,2014,144968.0,Exact,
999,48660,"Wichita Falls, TX",4,4,0,0,0,0,61,12,2014,151867.0,Exact,
556,48620,"Wichita, KS",80,63,6,4,7,1,86,12,2014,632810.0,Exact,
558,48700,"Williamsport, PA",1,1,0,0,0,0,19,12,2014,116290.0,Exact,
999,48900,"Wilmington, NC",218,104,2,3,109,2,100,12,2014,271863.0,Exact,
548,49020,"Winchester, VA WV",35,35,0,0,0,0,97,12,2014,133526.0,Exact,
268,49180,"Winston Salem, NC",148,112,0,0,36,2,87,12,2014,653250.0,Exact,
148,49340,"Worcester, MA CT",110,58,10,0,42,2,76,12,2014,932278.0,Exact,
999,49420,"Yakima, WA",6,6,0,0,0,0,34,12,2014,246870.0,Exact,
276,49620,"York Hanover, PA",26,26,0,0,0,0,75,12,2014,440475.0,Exact,
566,49660,"Youngstown Warren Boardman, OH PA",13,13,0,0,0,0,70,12,2014,553039.0,Exact,
472,49700,"Yuba City, CA",10,10,0,0,0,0,95,12,2014,168311.0,Exact,
999,49740,"Yuma, AZ",36,36,0,0,0,0,86,12,2014,204054.0,Exact,
999,10180,"Abilene, TX",21,21,0,0,0,0,92,1,2015,169688.0,Exact,
184,10420,"Akron, OH",14,14,0,0,0,0,58,1,2015,704382.0,Exact,
999,10500,"Albany, GA",13,11,2,0,0,0,93,1,2015,150387.0,Exact,
104,10580,"Albany Schenectady Troy, NY",71,49,0,7,15,3,100,1,2015,879085.0,Exact,
106,10740,"Albuquerque, NM",146,135,0,6,5,1,100,1,2015,906026.0,Exact,
999,10780,"Alexandria, LA",16,16,0,0,0,0,78,1,2015,154082.0,Exact,
408,10900,"Allentown Bethlehem Easton, PA NJ",34,25,0,0,9,1,45,1,2015,830295.0,Exact,
999,11020,"Altoona, PA",0,0,0,0,0,0,0,1,2015,124596.0,Exact,
108,11100,"Amarillo, TX",332,32,0,0,300,29,87,1,2015,261618.0,Exact,
218,11180,"Ames, IA",6,6,0,0,0,0,78,1,2015,123079.0,Exact,
999,11260,"Anchorage, AK",42,35,4,3,0,0,100,1,2015,398609.0,Exact,
220,11460,"Ann Arbor, MI",19,19,0,0,0,0,84,1,2015,362975.0,Exact,
118,11540,"Appleton, WI",28,12,0,16,0,0,69,1,2015,233146.0,Exact,
120,11700,"Asheville, NC",95,90,0,0,5,1,88,1,2015,444593.0,Exact,
122,12020,"Athens Clarke County, GA",42,42,0,0,0,0,92,1,2015,202565.0,Exact,
428,12100,"Atlantic City Hammonton, NJ",32,26,0,0,6,1,100,1,2015,270153.0,Exact,
194,12220,"Auburn Opelika, AL",65,60,0,0,5,1,100,1,2015,156954.0,Exact,
999,12260,"Augusta Richmond County, GA SC",203,198,0,0,5,1,99,1,2015,589574.0,Exact,
999,12540,"Bakersfield, CA",128,98,2,0,28,1,87,1,2015,876031.0,Exact,
548,12580,"Baltimore Columbia Towson, MD",381,282,0,3,96,2,100,1,2015,2790053.0,Exact,
999,12620,"Bangor, ME",4,4,0,0,0,0,56,1,2015,151929.0,Exact,
148,12700,"Barnstable Town, MA",7,7,0,0,0,0,15,1,2015,213877.0,Exact,
999,12940,"Baton Rouge, LA",272,272,0,0,0,0,100,1,2015,851167.0,Exact,
310,12980,"Battle Creek, MI",0,0,0,0,0,0,4,1,2015,134327.0,Exact,
474,13020,"Bay City, MI",0,0,0,0,0,0,49,1,2015,105237.0,Exact,
999,13140,"Beaumont Port Arthur, TX",57,57,0,0,0,0,56,1,2015,394825.0,Exact,
999,13220,"Beckley, WV",5,5,0,0,0,0,100,1,2015,122070.0,Exact,
999,13380,"Bellingham, WA",50,44,2,4,0,0,98,1,2015,211836.0,Exact,
999,13740,"Billings, MT",32,32,0,0,0,0,49,1,2015,176357.0,Exact,
999,13780,"Binghamton, NY",0,0,0,0,0,0,5,1,2015,245283.0,Exact,
142,13820,"Birmingham Hoover, AL",228,187,0,0,41,2,100,1,2015,1079752.0,Exact,
999,13900,"Bismarck, ND",63,41,2,3,17,1,100,1,2015,125325.0,Exact,
145,14010,"Bloomington, IL",18,11,0,0,7,1,89,1,2015,173141.0,Exact,
144,14020,"Bloomington, IN",22,8,2,0,12,2,100,1,2015,165073.0,Exact,
146,14100,"Bloomsburg Berwick, PA",4,4,0,0,0,0,100,1,2015,84980.0,Exact,
147,14260,"Boise City, ID",297,277,0,20,0,0,100,1,2015,674640.0,Exact,
148,14460,"Boston Cambridge Newton, MA NH",1465,233,26,6,1200,31,100,1,2015,4778340.0,Exact,
216,14500,"Boulder, CO",41,30,4,7,0,0,99,1,2015,318027.0,Exact,
150,14540,"Bowling Green, KY",37,37,0,0,0,0,98,1,2015,169507.0,Exact,
408,14860,"Bridgeport Stamford Norwalk, CT",157,49,0,3,105,2,100,1,2015,944943.0,Exact,
154,15180,"Brownsville Harlingen, TX",41,39,2,0,0,0,76,1,2015,419450.0,Exact,
999,15260,"Brunswick, GA",36,36,0,0,0,0,98,1,2015,115779.0,Exact,
268,15500,"Burlington, NC",34,34,0,0,0,0,73,1,2015,157037.0,Exact,
999,15540,"Burlington South Burlington, VT",61,8,2,0,51,1,85,1,2015,217152.0,Exact,
548,15680,"California Lexington Park, MD",27,22,0,0,5,1,100,1,2015,110985.0,Exact,
184,15940,"Canton Massillon, OH",13,11,2,0,0,0,92,1,2015,402433.0,Exact,
162,15980,"Cape Coral Fort Myers, FL",674,254,0,20,400,27,100,1,2015,699644.0,Exact,
164,16020,"Cape Girardeau, MO IL",0,0,0,0,0,0,0,1,2015,97316.0,Exact,
456,16180,"Carson City, NV",3,3,0,0,0,0,100,1,2015,54068.0,Exact,
999,16220,"Casper, WY",23,23,0,0,0,0,100,1,2015,82137.0,Exact,
168,16300,"Cedar Rapids, IA",13,11,2,0,0,0,79,1,2015,266312.0,Exact,
548,16540,"Chambersburg Waynesboro, PA",14,14,0,0,0,0,100,1,2015,153048.0,Exact,
999,16580,"Champaign Urbana, IL",12,2,0,0,10,1,55,1,2015,225732.0,Exact,
170,16620,"Charleston, WV",21,7,0,0,14,1,96,1,2015,270858.0,Exact,
999,16700,"Charleston North Charleston, SC",356,334,0,0,22,1,100,1,2015,745185.0,Exact,
172,16740,"Charlotte Concord Gastonia, NC SC",1079,874,4,4,197,9,97,1,2015,2447898.0,Exact,
999,16820,"Charlottesville, VA",50,32,0,0,18,1,70,1,2015,211494.0,Exact,
174,16860,"Chattanooga, TN GA",118,118,0,0,0,0,63,1,2015,547205.0,Exact,
999,16940,"Cheyenne, WY",10,10,0,0,0,0,100,1,2015,96969.0,Exact,
176,16980,"Chicago Naperville Elgin, IL IN WI",416,321,0,7,88,8,100,1,2015,9552554.0,Exact,
999,17020,"Chico, CA",12,12,0,0,0,0,86,1,2015,224631.0,Exact,
178,17140,"Cincinnati, OH KY IN",177,174,0,3,0,0,100,1,2015,2181427.0,Exact,
999,17300,"Clarksville, TN KY",95,75,0,4,16,2,100,1,2015,292878.0,Exact,
174,17420,"Cleveland, TN",20,20,0,0,0,0,61,1,2015,120543.0,Exact,
184,17460,"Cleveland Elyria, OH",180,125,4,20,31,5,99,1,2015,2064012.0,Exact,
999,17780,"College Station Bryan, TX",132,105,8,0,19,2,100,1,2015,250567.0,Exact,
999,17820,"Colorado Springs, CO",124,124,0,0,0,0,100,1,2015,697389.0,Exact,
190,17860,"Columbia, MO",55,45,10,0,0,0,100,1,2015,202152.0,Exact,
192,17900,"Columbia, SC",284,251,0,0,33,2,100,1,2015,809136.0,Exact,
194,17980,"Columbus, GA AL",70,52,0,4,14,1,99,1,2015,322772.0,Exact,
294,18020,"Columbus, IN",9,9,0,0,0,0,100,1,2015,81458.0,Exact,
198,18140,"Columbus, OH",531,184,0,8,339,22,99,1,2015,2027568.0,Exact,
204,18580,"Corpus Christi, TX",92,92,0,0,0,0,88,1,2015,427621.0,Exact,
440,18700,"Corvallis, OR",9,5,4,0,0,0,78,1,2015,88333.0,Exact,
999,18880,"Crestview Fort Walton Beach Destin, FL",163,142,0,21,0,0,100,1,2015,260814.0,Exact,
999,19060,"Cumberland, MD WV",1,1,0,0,0,0,48,1,2015,99879.0,Exact,
206,19100,"Dallas Fort Worth Arlington, TX",3097,2216,18,11,852,12,99,1,2015,7042566.0,Exact,
999,19180,"Danville, IL",0,0,0,0,0,0,5,1,2015,79170.0,Exact,
380,19300,"Daphne Fairhope Foley, AL",105,105,0,0,0,0,95,1,2015,202939.0,Exact,
209,19340,"Davenport Moline Rock Island, IA IL",18,10,0,0,8,1,60,1,2015,383381.0,Exact,
290,19460,"Decatur, AL",10,10,0,0,0,0,94,1,2015,152392.0,Exact,
999,19500,"Decatur, IL",0,0,0,0,0,0,49,1,2015,107343.0,Exact,
422,19660,"Deltona Daytona Beach Ormond Beach, FL",90,90,0,0,0,0,77,1,2015,621166.0,Exact,
216,19740,"Denver Aurora Lakewood, CO",858,566,26,15,251,10,100,1,2015,2812896.0,Exact,
218,19780,"Des Moines West Des Moines, IA",127,124,0,3,0,0,100,1,2015,659522.0,Exact,
220,19820,"Detroit Warren Dearborn, MI",275,189,2,0,84,10,100,1,2015,4309673.0,Exact,
222,20020,"Dothan, AL",24,24,0,0,0,0,85,1,2015,147992.0,Exact,
428,20100,"Dover, DE",68,68,0,0,0,0,100,1,2015,173128.0,Exact,
999,20220,"Dubuque, IA",2,2,0,0,0,0,42,1,2015,96850.0,Exact,
999,20260,"Duluth, MN WI",2,2,0,0,0,0,24,1,2015,289741.0,Exact,
450,20500,"Durham Chapel Hill, NC",171,165,0,0,6,1,100,1,2015,607706.0,Exact,
408,20700,"East Stroudsburg, PA",2,2,0,0,0,0,33,1,2015,166481.0,Exact,
232,20740,"Eau Claire, WI",15,15,0,0,0,0,95,1,2015,165501.0,Exact,
999,20940,"El Centro, CA",1,1,0,0,0,0,81,1,2015,178937.0,Exact,
238,21340,"El Paso, TX",179,177,2,0,0,0,100,1,2015,835439.0,Exact,
350,21060,"Elizabethtown Fort Knox, KY",28,23,0,0,5,1,100,1,2015,148107.0,Exact,
515,21140,"Elkhart Goshen, IN",12,12,0,0,0,0,79,1,2015,202995.0,Exact,
236,21300,"Elmira, NY",0,0,0,0,0,0,37,1,2015,86705.0,Exact,
240,21500,"Erie, PA",0,0,0,0,0,0,44,1,2015,278174.0,Exact,
999,21780,"Evansville, IN KY",33,31,2,0,0,0,98,1,2015,314983.0,Exact,
999,21820,"Fairbanks, AK",0,0,0,0,0,0,100,1,2015,99636.0,Exact,
244,22020,"Fargo, ND MN",11,9,2,0,0,0,100,1,2015,232891.0,Exact,
999,22140,"Farmington, NM",6,6,0,0,0,0,100,1,2015,128246.0,Exact,
246,22180,"Fayetteville, NC",89,73,0,0,16,1,100,1,2015,511976.0,Exact,
999,22220,"Fayetteville Springdale Rogers, AR MO",159,159,0,0,0,0,100,1,2015,,Exact,
999,22380,"Flagstaff, AZ",12,12,0,0,0,0,94,1,2015,138962.0,Exact,
220,22420,"Flint, MI",3,3,0,0,0,0,30,1,2015,410461.0,Exact,
999,22500,"Florence, SC",20,20,0,0,0,0,80,1,2015,206235.0,Exact,
999,22520,"Florence Muscle Shoals, AL",17,10,2,0,5,1,93,1,2015,146876.0,Exact,
999,22540,"Fond du Lac, WI",4,2,2,0,0,0,67,1,2015,101955.0,Exact,
999,22660,"Fort Collins, CO",149,133,16,0,0,0,100,1,2015,333303.0,Exact,
999,22900,"Fort Smith, AR OK",26,20,6,0,0,0,90,1,2015,248820.0,Exact,
258,23060,"Fort Wayne, IN",45,45,0,0,0,0,95,1,2015,400806.0,Exact,
260,23420,"Fresno, CA",228,163,0,0,65,7,100,1,2015,969488.0,Exact,
999,23460,"Gadsden, AL",2,2,0,0,0,0,43,1,2015,102998.0,Exact,
264,23540,"Gainesville, FL",53,33,2,0,18,1,78,1,2015,316031.0,Exact,
122,23580,"Gainesville, GA",42,42,0,0,0,0,85,1,2015,192245.0,Exact,
276,23900,"Gettysburg, PA",10,10,0,0,0,0,100,1,2015,101808.0,Exact,
104,24020,"Glens Falls, NY",10,10,0,0,0,0,90,1,2015,126666.0,Exact,
999,24220,"Grand Forks, ND MN",0,0,0,0,0,0,89,1,2015,101849.0,Exact,
999,24260,"Grand Island, NE",0,0,0,0,0,0,69,1,2015,75319.0,Exact,
999,24300,"Grand Junction, CO",14,14,0,0,0,0,100,1,2015,148025.0,Exact,
999,24500,"Great Falls, MT",17,5,12,0,0,0,100,1,2015,81878.0,Exact,
216,24540,"Greeley, CO",153,153,0,0,0,0,91,1,2015,285819.0,Exact,
267,24580,"Green Bay, WI",74,23,0,3,48,4,94,1,2015,315652.0,Exact,
268,24660,"Greensboro High Point, NC",186,126,0,0,60,4,100,1,2015,751285.0,Exact,
274,24780,"Greenville, NC",24,14,10,0,0,0,78,1,2015,176071.0,Exact,
548,25180,"Hagerstown Martinsburg, MD WV",53,51,2,0,0,0,84,1,2015,278236.0,Exact,
406,25220,"Hammond, LA",33,33,0,0,0,0,94,1,2015,128716.0,Exact,
276,25420,"Harrisburg Carlisle, PA",81,63,0,0,18,2,100,1,2015,564678.0,Exact,
277,25500,"Harrisonburg, VA",33,31,2,0,0,0,100,1,2015,131120.0,Exact,
999,25620,"Hattiesburg, MS",11,4,0,7,0,0,71,1,2015,167873.0,Exact,
280,25860,"Hickory Lenoir Morganton, NC",1,1,0,0,0,0,2,1,2015,363346.0,Exact,
496,25980,"Hinesville, GA",22,22,0,0,0,0,47,1,2015,79269.0,Exact,
999,26140,"Homosassa Springs, FL",16,16,0,0,0,0,100,1,2015,140287.0,Exact,
284,26300,"Hot Springs, AR",2,2,0,0,0,0,100,1,2015,97814.0,Exact,
999,26380,"Houma Thibodaux, LA",42,42,0,0,0,0,94,1,2015,212131.0,Exact,
288,26420,"Houston The Woodlands Sugar Land, TX",4424,3046,4,0,1374,34,100,1,2015,6671808.0,Exact,
170,26580,"Huntington Ashland, WV KY OH",7,1,0,6,0,0,85,1,2015,367224.0,Exact,
290,26620,"Huntsville, AL",240,152,0,16,72,3,100,1,2015,444542.0,Exact,
292,26820,"Idaho Falls, ID",21,21,0,0,0,0,97,1,2015,139542.0,Exact,
294,26900,"Indianapolis Carmel Anderson, IN",363,278,4,12,69,9,99,1,2015,1986119.0,Exact,
168,26980,"Iowa City, IA",10,10,0,0,0,0,85,1,2015,167088.0,Exact,
296,27060,"Ithaca, NY",4,2,2,0,0,0,28,1,2015,103006.0,Exact,
999,27100,"Jackson, MI",1,1,0,0,0,0,2,1,2015,159264.0,Exact,
298,27140,"Jackson, MS",84,84,0,0,0,0,84,1,2015,597928.0,Exact,
999,27180,"Jackson, TN",22,22,0,0,0,0,74,1,2015,178607.0,Exact,
300,27260,"Jacksonville, FL",908,481,0,4,423,14,100,1,2015,1444638.0,Exact,
999,27340,"Jacksonville, NC",48,48,0,0,0,0,100,1,2015,193114.0,Exact,
357,27500,"Janesville Beloit, WI",5,5,0,0,0,0,64,1,2015,161006.0,Exact,
304,27740,"Johnson City, TN",62,10,0,0,52,6,62,1,2015,200331.0,Exact,
306,27780,"Johnstown, PA",0,0,0,0,0,0,7,1,2015,136028.0,Exact,
308,27860,"Jonesboro, AR",44,36,4,4,0,0,89,1,2015,128459.0,Exact,
309,27900,"Joplin, MO",17,15,2,0,0,0,55,1,2015,176686.0,Exact,
999,27980,"Kahului Wailuku Lahaina, HI",178,30,2,28,118,17,100,1,2015,163904.0,Exact,
310,28020,"Kalamazoo Portage, MI",9,9,0,0,0,0,41,1,2015,259676.0,Exact,
176,28100,"Kankakee, IL",1,1,0,0,0,0,19,1,2015,111750.0,Exact,
312,28140,"Kansas City, MO KS",497,217,20,0,260,10,100,1,2015,2085913.0,Exact,
999,28420,"Kennewick Richland, WA",101,84,10,0,7,1,100,1,2015,278945.0,Exact,
999,28660,"Killeen Temple, TX",184,135,44,0,5,1,100,1,2015,432583.0,Exact,
304,28700,"Kingsport Bristol Bristol, TN VA",2,2,0,0,0,0,4,1,2015,,Exact,
408,28740,"Kingston, NY",5,5,0,0,0,0,32,1,2015,179658.0,Exact,
314,28940,"Knoxville, TN",146,146,0,0,0,0,91,1,2015,837818.0,Exact,
316,29020,"Kokomo, IN",2,2,0,0,0,0,89,1,2015,82338.0,Exact,
999,29100,"La Crosse Onalaska, WI MN",3,1,2,0,0,0,93,1,2015,136385.0,Exact,
318,29180,"Lafayette, LA",131,131,0,0,0,0,91,1,2015,489507.0,Exact,
320,29200,"Lafayette West Lafayette, IN",12,12,0,0,0,0,100,1,2015,223573.0,Exact,
999,29340,"Lake Charles, LA",73,45,8,0,20,2,88,1,2015,205275.0,Exact,
332,29420,"Lake Havasu City Kingman, AZ",48,48,0,0,0,0,100,1,2015,204574.0,Exact,
999,29460,"Lakeland Winter Haven, FL",193,161,0,0,32,1,87,1,2015,648523.0,Exact,
999,29540,"Lancaster, PA",5,5,0,0,0,0,10,1,2015,535811.0,Exact,
330,29620,"Lansing East Lansing, MI",8,8,0,0,0,0,52,1,2015,541271.0,Exact,
999,29700,"Laredo, TX",123,75,0,0,48,1,100,1,2015,269865.0,Exact,
238,29740,"Las Cruces, NM",56,56,0,0,0,0,100,1,2015,214034.0,Exact,
332,29820,"Las Vegas Henderson Paradise, NV",424,424,0,0,0,0,100,1,2015,2096717.0,Exact,
312,29940,"Lawrence, KS",7,7,0,0,0,0,93,1,2015,118141.0,Exact,
999,30020,"Lawton, OK",11,11,0,0,0,0,81,1,2015,130011.0,Exact,
276,30140,"Lebanon, PA",7,7,0,0,0,0,40,1,2015,137479.0,Exact,
999,30300,"Lewiston, ID WA",0,0,0,0,0,0,1,1,2015,62108.0,Exact,
438,30340,"Lewiston Auburn, ME",4,4,0,0,0,0,59,1,2015,107124.0,Exact,
336,30460,"Lexington Fayette, KY",180,121,6,3,50,7,100,1,2015,501469.0,Exact,
338,30620,"Lima, OH",0,0,0,0,0,0,2,1,2015,104095.0,Exact,
339,30700,"Lincoln, NE",65,43,0,0,22,1,93,1,2015,323090.0,Exact,
340,30780,"Little Rock North Little Rock Conway, AR",391,108,0,6,277,14,100,1,2015,730889.0,Exact,
999,30860,"Logan, UT ID",19,19,0,0,0,0,35,1,2015,132652.0,Exact,
346,30980,"Longview, TX",2,2,0,0,0,0,66,1,2015,283767.0,Exact,
440,31020,"Longview, WA",13,13,0,0,0,0,43,1,2015,102999.0,Exact,
348,31080,"Los Angeles Long Beach Anaheim, CA",2803,505,60,34,2204,58,100,1,2015,13234696.0,Exact,
350,31140,"Louisville Jefferson County, KY IN",290,180,14,3,93,5,99,1,2015,,Exact,
352,31180,"Lubbock, TX",159,82,6,0,71,5,100,1,2015,310001.0,Exact,
999,31340,"Lynchburg, VA",31,31,0,0,0,0,61,1,2015,259447.0,Exact,
260,31460,"Madera, CA",18,18,0,0,0,0,100,1,2015,153576.0,Exact,
357,31540,"Madison, WI",122,64,4,3,51,3,100,1,2015,640198.0,Exact,
148,31700,"Manchester Nashua, NH",17,17,0,0,0,0,59,1,2015,408985.0,Exact,
358,31740,"Manhattan, KS",18,16,2,0,0,0,90,1,2015,136989.0,Exact,
365,32580,"McAllen Edinburg Mission, TX",387,190,30,11,156,3,100,1,2015,839667.0,Exact,
366,32780,"Medford, OR",25,25,0,0,0,0,81,1,2015,211403.0,Exact,
368,32820,"Memphis, TN MS AR",249,172,0,0,77,2,100,1,2015,1334790.0,Exact,
382,32900,"Merced, CA",8,3,0,0,5,1,77,1,2015,266353.0,Exact,
176,33140,"Michigan City La Porte, IN",1,1,0,0,0,0,84,1,2015,110835.0,Exact,
474,33220,"Midland, MI",3,3,0,0,0,0,64,1,2015,83662.0,Exact,
